Metrics,candidate_0
CSI_values,0.5746116856631595
TN_values,72874452.0
FP_values,905169.0
FN_values,554742.0
TP_values,1972038.0
TPR_values,0.780454966399921
FNR_values,0.21954503360007513
Acc_values,0.9808677780518044
Prec_values,0.6854001119835984
sen_values,0.780454966399921
F1_values,0.729845570149164
POD_values,0.780454966399921
FPR_values,0.01226855041719447
FAR_values,0.31459988801639815
